source,source_id,review_text,posted_at,user_name
booking.com,40,ベッドのスプリングがへたっていて、寝返りを打つたびに沈み込み、腰に負担がかかりました。,2026/02/06 18:05,user_040
booking.com,41,浴室の換気扇の音が轟音で、リラックスして入浴できませんでした。早急に修理すべきレベルです。,2026/02/07 7:48,user_041
booking.com,42,部屋に備え付けのメモ帳に、前の宿泊者の書き込みが残っていました。清掃時に確認していないのでしょうか。,2026/02/07 9:15,user_042
booking.com,43,チェックイン予定時刻より早く到着しましたが、ロビーに座る場所もなく、立ったまま待たされました。,2026/02/07 10:59,user_043
booking.com,44,部屋のハンガーが少なすぎて、二人分のコートや服を掛けるのに足りませんでした。貸出もありませんでした。,2026/02/07 12:33,user_044
booking.com,45,暖房をつけると焦げ臭いにおいがして、怖くて使えませんでした。寒い夜だったので風邪を引きそうでした。,2026/02/07 14:27,user_045
booking.com,46,朝食バイキングの補充スタッフが無言で料理を置いていき、サービス業としての質を疑いました。,2026/02/07 16:12,user_046
booking.com,47,部屋の鍵が開けにくく、コツが必要なら最初に教えてほしかったです。毎回開けるのに数分かかりました。,2026/02/07 18:36,user_047
booking.com,48,廊下の照明が切れかけて点滅しており、ホラー映画のようで不気味でした。早めに交換してほしいです。,2026/02/07 20:11,user_048
booking.com,49,クローゼットの中が狭く、ロングコートを掛けると裾が床についてしまい、しわになってしまいました。,2026/02/08 8:22,user_049
booking.com,50,期待して宿泊しましたが、設備もサービスも値段以下で、友人には絶対におすすめできないホテルです。,2026/02/08 9:54,user_050
tripadvisor,1,部屋に入った瞬間から少しカビ臭さを感じ、換気をしてもなかなか取れませんでした。清掃が十分とは言えない印象です。,2026/02/08 11:16,user_051
tripadvisor,2,フロントの対応が事務的で、質問にもそっけない返答しかなく、あまり歓迎されていない気分になりました。,2026/02/08 13:40,user_052
tripadvisor,3,写真ではきれいに見えましたが、実際は設備が古く、壁紙の剥がれもあり残念でした。,2026/02/08 15:03,user_053
tripadvisor,4,隣の部屋の話し声や物音が夜遅くまで聞こえ、ゆっくり休むことができませんでした。,2026/02/08 17:28,user_054
tripadvisor,5,朝食は種類が少なく、補充も遅いためほとんど選べず、期待していただけにがっかりしました。,2026/02/08 19:45,user_055
tripadvisor,6,シャワーの水圧が弱く、温度も安定しないため快適とは言えませんでした。,2026/02/09 7:58,user_056
tripadvisor,7,駅から思ったより距離があり、雨の日は移動がかなり不便に感じました。,2026/02/09 9:26,user_057
tripadvisor,8,Wi-Fiが頻繁に切れてしまい、仕事のオンライン会議に支障が出ました。,2026/02/09 10:57,user_058
tripadvisor,9,ベッドが硬すぎて体が痛くなり、翌朝まで熟睡できませんでした。,2026/02/09 12:31,user_059
tripadvisor,10,浴室の排水が悪く、シャワーを使うと足元に水が溜まってしまいました。,2026/02/09 14:44,user_060
tripadvisor,11,エアコンの効きが悪く、部屋がなかなか適温にならず困りました。,2026/02/09 16:18,user_061
tripadvisor,12,清掃はされているようですが、細かいところに埃が残っていて気になりました。,2026/02/09 18:52,user_062
tripadvisor,13,チェックインに時間がかかりすぎて、長時間待たされたのが不満です。,2026/02/09 20:07,user_063
tripadvisor,14,部屋が想像以上に狭く、スーツケースを広げるスペースもほとんどありませんでした。,2026/02/10 8:13,user_064
tripadvisor,15,アメニティが最低限しかなく、追加も有料と言われて驚きました。,2026/02/10 9:39,user_065
tripadvisor,16,冷蔵庫の音が大きく、夜中に何度も目が覚めてしまいました。,2026/02/10 11:05,user_066
tripadvisor,17,大浴場を期待していましたが、実際は狭く混雑していて落ち着きませんでした。,2026/02/10 13:22,user_067
tripadvisor,18,スタッフ同士の私語が目立ち、接客に集中していない印象を受けました。,2026/02/10 15:47,user_068
tripadvisor,19,部屋の照明が暗く、読書や作業をするには不便でした。,2026/02/10 17:59,user_069
tripadvisor,20,価格の割にサービス内容が見合っていないと感じました。,2026/02/10 19:33,user_070
tripadvisor,21,枕が合わず高さ調整もできないため、首が痛くなりました。,2026/02/11 8:04,user_071
tripadvisor,22,駐車場が狭く、切り返しに苦労しました。運転が苦手な方は大変だと思います。,2026/02/11 9:28,user_072
tripadvisor,23,部屋に小さな虫がいて、不快な気持ちになりました。,2026/02/11 11:46,user_073
tripadvisor,24,テレビの映りが悪く、チャンネルによってはノイズが入りました。,2026/02/11 13:09,user_074
tripadvisor,25,コインランドリーが常に使用中で、なかなか利用できませんでした。,2026/02/11 15:34,user_075
tripadvisor,26,フロントに電話してもなかなか繋がらず、対応が遅いと感じました。,2026/02/11 17:21,user_076
tripadvisor,27,シャワーカーテンが短く、水が外に飛び散ってしまいました。,2026/02/11 19:56,user_077
tripadvisor,28,朝食会場が寒く、ゆっくり食事を楽しめませんでした。,2026/02/12 8:17,user_078
tripadvisor,29,部屋着のサイズが合わず、交換にも時間がかかりました。,2026/02/12 9:42,user_079
tripadvisor,30,窓が汚れていて、せっかくの景色が台無しでした。,2026/02/12 11:08,user_080
tripadvisor,31,空調の音が大きく、就寝時にかなり気になりました。,2026/02/12 13:25,user_081
tripadvisor,32,予約内容が正しく伝わっておらず、手続きに時間がかかりました。,2026/02/12 15:40,user_082
tripadvisor,33,ベッド下に前の宿泊者のゴミが残っていて驚きました。,2026/02/12 17:12,user_083
tripadvisor,34,エレベーターがなかなか来ず、朝は特に不便でした。,2026/02/12 19:38,user_084
tripadvisor,35,コンセントが少なく、充電に困りました。延長コードが欲しいです。,2026/02/13 8:21,user_085
tripadvisor,36,浴室のカビが目立ち、清潔感に欠ける印象でした。,2026/02/13 9:53,user_086
tripadvisor,37,朝食の味付けが全体的に薄く、満足感がありませんでした。,2026/02/13 11:14,user_087
tripadvisor,38,館内の案内表示が少なく、何度も迷ってしまいました。,2026/02/13 13:37,user_088
tripadvisor,39,周辺にコンビニや飲食店が少なく、立地面で不便を感じました。,2026/02/13 15:55,user_089
tripadvisor,40,部屋の匂いがこもっており、換気しても完全には消えませんでした。,2026/02/13 18:02,user_090
tripadvisor,,チェックアウト時の対応が冷たく、最後まで良い印象は持てませんでした。,2026/02/14 8:26,user_091
tripadvisor,42,加湿器が故障していて、乾燥がひどかったです。,abc,user_092
tripadvisor,43,,2026/02/14 11:33,user_093
tripadvisor,44,abc,2026/02/14 13:57,user_094
tripadvisor,40,                                                 abc,2026/02/14 15:19,user_095
tripadvisor,46,,2026/02/14 17:43,user_096
,47,朝食の補充が遅く、空になったままの料理が目立ちました。,2026/02/14 19:58,user_097
tripadvisor,,,,user_098
tripadvisor,49,外観は立派ですが、客室とのギャップが大きく感じました。,15/2,user_099
tripadvisor,49,全体的に古さが目立ち、リピートしたいとは思えませんでした。,2026/02/15 11:00,user_100
